cycle,transaction_namespace,transaction_id,transaction_type,transaction_type_description,filing_id,is_amendment,amount,date,contributor_name,contributor_ext_id,contributor_type,contributor_occupation,contributor_employer,contributor_gender,contributor_address,contributor_city,contributor_state,contributor_zipcode,contributor_category,organization_name,organization_ext_id,parent_organization_name,parent_organization_ext_id,recipient_name,recipient_ext_id,recipient_party,recipient_type,recipient_state,recipient_state_held,recipient_category,committee_name,committee_ext_id,committee_party,candidacy_status,district,district_held,seat,seat_held,seat_status,seat_result
2012,urn:nimsp:transaction,80adaa355b93d0c1a8bced5f9b950107,,,,FALSE,10000,9/13/12,Jane Doe,,I,RETIRED,RETIRED,,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,2463,,,Joe Candidate 5,11819,I,C,NA,,,,11819,I,FALSE,,,,,,
2012,urn:nimsp:transaction,f7be3d586228344392447f6d42c5e67e,,,,FALSE,3000,7/27/12,Jane Doe,,I,RETIRED,RETIRED,,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,2463,,,Homer Simpson,11821,I,C,NA,,,,11821,I,FALSE,,,,,,
2012,urn:fec:transaction,indiv:2012:4032720121154031902,15j,Memo (Filer's Percentage of Contribution Given to Join Fundraising Committee),,FALSE,2500,12/23/11,Jane Doe,h3001235365,I,RETIRED,RETIRED,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Diamond Joe Quimby,N00009638,D,P,NA,,Z1200,,C00431445,D,FALSE,,,,,,W
2012,urn:fec:transaction,indiv:2012:4011420131178165828,15,Contribution,12963769198,FALSE,2500,10/3/12,Jane Doe,h3001235365,I,RETIRED,RETIRED,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Joe Candidate 1,N00030693,D,P,NA,,Z1200,,C00459099,D,FALSE,,,,,,W
2012,urn:fec:transaction,indiv:2012:4032720121154038679,15j,Memo (Filer's Percentage of Contribution Given to Join Fundraising Committee),,FALSE,2500,12/23/11,Jane Doe,h3001235365,I,RETIRED,RETIRED,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Diamond Joe Quimby,N00009638,D,P,NA,,Z1200,,C00431445,D,FALSE,,,,,,W
2012,urn:fec:transaction,indiv:2012:4082620121161585328,15j,Memo (Filer's Percentage of Contribution Given to Join Fundraising Committee),,FALSE,2500,3/31/12,Jane Doe,h3001235365,I,RETIRED,RETIRED,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Joe Candidate 4,C00010603,D,C,NA,,Z5200,,C00010603,D,FALSE,,,,,,
2012,urn:fec:transaction,indiv:2012:4011420131178165827,15,Contribution,12963769197,FALSE,2500,10/3/12,Jane Doe,h3001235365,I,RETIRED,RETIRED,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Joe Candidate 1,N00030693,D,P,NA,,Z1200,,C00459099,D,FALSE,,,,,,W
2012,urn:fec:transaction,indiv:2012:2103120121168941227,15,Contribution,12020732784,FALSE,2500,12/2/11,Jane Doe,h3001235365,I,RETIRED,RETIRED,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Max Power,N00033177,D,P,NA,,Z1200,,C00495358,D,FALSE,,,,,,W
2012,urn:fec:transaction,indiv:2012:4052220121156197156,15,Contribution,12951556468,FALSE,2500,3/24/12,Jane Doe,h3001235365,I,RETIRED,RETIRED,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Joe Candidate 3,C00494740,D,C,NA,,Z4200,,C00494740,D,FALSE,,,,,,
2012,urn:fec:transaction,indiv:2012:2103120121168940965,15,Contribution,12020732696,FALSE,2500,12/2/11,Jane Doe,h3001235365,I,RETIRED,RETIRED,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Max Power,N00033177,D,P,NA,,Z1200,,C00495358,D,FALSE,,,,,,W
2012,urn:fec:transaction,indiv:2012:4112720121173111946,15j,Memo (Filer's Percentage of Contribution Given to Join Fundraising Committee),,FALSE,1930,7/30/12,Jane Doe,h3001235365,I,RETIRED,RETIRED,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Hercules Rockefeller,C00005561,D,C,NA,,Z5200,,C00005561,D,FALSE,,,,,,
2012,urn:fec:transaction,indiv:2012:4102520121168534983,15j,Memo (Filer's Percentage of Contribution Given to Join Fundraising Committee),,FALSE,1817,7/30/12,Jane Doe,h3001235365,I,RETIRED,RETIRED,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Josephine Candidate 1,C00016899,D,C,NA,,Z5200,,C00016899,D,FALSE,,,,,,
2012,urn:nimsp:transaction,8681fe0f49c6f96e1eaae89110d7071a,,,,FALSE,1600,7/9/11,Jane Doe,,I,RETIRED,RETIRED,,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,2463,,,Candidate,125039,D,P,NA,,,,,,TRUE,,,,,,W
2012,urn:fec:transaction,indiv:2012:4020420131180604094,15j,Memo (Filer's Percentage of Contribution Given to Join Fundraising Committee),,FALSE,1249,10/16/12,Jane Doe,h3001235365,I,RETIRED,RETIRED,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Democratic Party of Virginia,C00155952,D,C,NA,,Z5200,,C00155952,D,FALSE,,,,,,
2012,urn:fec:transaction,indiv:2012:4031320131185202694,15j,Memo (Filer's Percentage of Contribution Given to Join Fundraising Committee),,FALSE,1249,7/30/12,Jane Doe,h3001235365,I,RETIRED,RETIRED,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Democratic Party of Colorado,C00161786,D,C,NA,,Z5200,,C00161786,D,FALSE,,,,,,
2012,urn:fec:transaction,indiv:2012:4121120121174529461,15j,Memo (Filer's Percentage of Contribution Given to Join Fundraising Committee),,FALSE,1249,7/30/12,Jane Doe,h3001235365,I,RETIRED,RETIRED,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Democratic Party of North Carolina,C00165688,D,C,NA,,Z5200,,C00165688,D,FALSE,,,,,,
2012,urn:fec:transaction,indiv:2012:4021620121151154240,15,Contribution,12970016294,FALSE,1000,7/10/11,Jane Doe,h3001235365,I,RETIRED,RETIRED,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Diamond Joe Quimby,N00009638,D,P,NA,,Z1200,,C00431445,D,FALSE,,,,,,W
2012,urn:nimsp:transaction,17fed8f172d1064461eef13c40d3c33c,,,,FALSE,1000,5/10/12,Jane Doe,,I,RETIRED,RETIRED,,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,2463,,,Homer Simpson,11821,I,C,NA,,,,11821,I,FALSE,,,,,,
2012,urn:nimsp:transaction,b9b789e29258d3ebd7d13c0ffc25151c,,,,FALSE,1000,1/21/12,Jane Doe,,I,RETIRED,RETIRED,,123 Fake Street,Springfield,NA,,Y0000,Nuclear Power Plant,,,,Candidate 2,103301,D,P,NA,,,,,,TRUE,,,,,,W
2012,urn:nimsp:transaction,00c82f573ee6049b91f1dd99f30e9554,,,,FALSE,1000,11/30/11,Jane Doe,,I,RETIRED,RETIRED,,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,2463,,,Candidate 3,1414319,D,P,NA,,,,,,TRUE,,,,,,W
2012,urn:fec:transaction,indiv:2012:2022220121151914414,15,Contribution,12020132007,FALSE,1000,11/30/11,Jane Doe,h3001235365,I,RETIRED,RETIRED,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Chet Manly,N00007836,D,P,NA,WA,Z1200,,C00349506,D,FALSE,,,,,,W
2012,urn:nimsp:transaction,2043f3a5678145559885a03ebbf70ab6,,,,FALSE,1000,5/26/12,Jane Doe,,I,RETIRED,RETIRED,,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,2463,,,Ned Flanders ,1418901,N,P,NA,,,,,,TRUE,,,,,,W
2012,urn:nimsp:transaction,9e6a649fbafeb047a64180cb022d01a5,,,,FALSE,900,5/6/12,Jane Doe,,I,RETIRED,RETIRED,,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,2463,,,Max Power,1414585,D,P,NA,,,,,,TRUE,,,,,,W
2012,urn:nimsp:transaction,c21fc3d16673f9b34bd87db1acd190f3,,,,FALSE,900,5/28/12,Jane Doe,,I,RETIRED,RETIRED,,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,2463,,,Phillip J Fry,8571,D,P,NA,,,,,,TRUE,,,,,,W
2012,urn:nimsp:transaction,1c1b3bc5a0a9232ec25f2d82f2bd92d2,,,,FALSE,800,5/2/12,Jane Doe,,I,RETIRED,RETIRED,,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,2463,,,Candidate,125039,D,P,NA,,,,,,TRUE,,,,,,W
2012,urn:fec:transaction,indiv:2012:4120620121174251265,15j,Memo (Filer's Percentage of Contribution Given to Join Fundraising Committee),,FALSE,681,7/30/12,Jane Doe,h3001235365,I,RETIRED,RETIRED,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Bender Bending Rodriguez,C00208991,D,C,NA,,Z5200,,C00208991,D,FALSE,,,,,,
2012,urn:fec:transaction,indiv:2012:4110820121170297726,15j,Memo (Filer's Percentage of Contribution Given to Join Fundraising Committee),,FALSE,567,7/30/12,Jane Doe,h3001235365,I,RETIRED,RETIRED,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Hubert J Farnsworth,C00035600,D,C,NA,,Z5200,,C00035600,D,FALSE,,,,,,
2012,urn:fec:transaction,indiv:2012:4021420131183279909,15,Contribution,13960783076,FALSE,500,7/27/12,Jane Doe,h3001235365,I,RETIRED,RETIRED,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Tommy Carcetti,N00033480,D,P,NA,,Z1200,,C00500439,D,FALSE,,,,,,L
2012,urn:fec:transaction,indiv:2012:4110920121170419208,15,Contribution,12972566411,FALSE,500,7/21/12,Jane Doe,h3001235365,I,RETIRED,RETIRED,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Joe Candidate 1,N00030693,D,P,NA,,Z1200,,C00459099,D,FALSE,,,,,,W
2012,urn:fec:transaction,indiv:2012:4110920121170418233,15e,Earmarked Contribution,12954360053,FALSE,500,7/21/12,Jane Doe,h3001235365,I,RETIRED,RETIRED,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Tommy Carcetti,N00027600,D,P,NA,,Z1200,,C00505412,D,FALSE,,,,,,L
2012,urn:fec:transaction,indiv:2012:4012520131179197154,15j,Memo (Filer's Percentage of Contribution Given to Join Fundraising Committee),,FALSE,454,7/30/12,Jane Doe,h3001235365,I,RETIRED,RETIRED,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Phillip J Fry,C00178038,D,C,NA,,Z5200,,C00178038,D,FALSE,,,,,,
2012,urn:fec:transaction,indiv:2012:4053120121156493040,15,Contribution,12951663992,FALSE,245,12/5/11,Jane Doe,h3001235365,I,RETIRED,RETIRED,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Joe Candidate 3,C00494740,D,C,NA,,Z4200,,C00494740,D,FALSE,,,,,,
2012,urn:nimsp:transaction,19b578e3fc5f0a7daa974d72b70207d4,,,,FALSE,200,2/22/11,Jane Doe,,I,,,,123 Fake Street,Springfield,NA,,Y0000,Nuclear Power Plant,,,,Homer Simpson,143717,N,P,NA,,,,,,TRUE,,,,,,W
2012,urn:nimsp:transaction,b9fe7d76ffa5d5e5b1547f6a5f2390d1,,,,FALSE,200,5/2/12,Jane Doe,,I,VICE PRESIDENT,STARBUCKS,,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,2463,,,Candidate,125039,D,P,NA,,,,,,TRUE,,,,,,W
2012,urn:nimsp:transaction,8e99c24379a90fd13fb8b01a898884c9,,,,FALSE,100,5/28/12,Jane Doe,,I,BUSINESS EXECUTIVE,STARBUCKS COFFEE CO,,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,2463,,,Phillip J Fry,8571,D,P,NA,,,,,,TRUE,,,,,,W
2012,urn:nimsp:transaction,58b980f331c204d821a2a1cd1334345a,,,,FALSE,100,8/28/12,Jane Doe,,I,,PORT OF GREATER CINCINNATI,,123 Fake Street,Springfield,NA,,Y0000,Nuclear Power Plant,,,,Homer Simpson,412770,N,P,NA,,,,,,TRUE,,,,,,L
2012,urn:fec:transaction,indiv:2012:4030920121152842229,22y,Contribution Refund to Individual,12950520056,FALSE,-245,1/1/12,Jane Doe,h3001235365,I,,,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Joe Candidate 3,C00494740,D,C,NA,,Z4200,,C00494740,D,FALSE,,,,,,
2012,urn:fec:transaction,indiv:2012:4041820121154867534,22y,Contribution Refund to Individual,12970899907,FALSE,-1000,1/16/12,Jane Doe,h3001235365,I,,,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Diamond Joe Quimby,N00009638,D,P,NA,,Z1200,,C00431445,D,FALSE,,,,,,W
2010,urn:fec:transaction,indiv:2010:1241509,15,Contribution,10020230613,FALSE,2400,2/18/10,Jane Doe,i3003544300,I,EXECUTIVE,STARBUCKS COFFEE COMPANY,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Homer Simpson,N00007876,D,P,NA,WA,Z1200,,C00257642,D,FALSE,,,,,,W
2010,urn:fec:transaction,indiv:2010:2637014,15,Contribution,10931906735,FALSE,2400,10/23/10,Jane Doe,i3003544300,I,Executive,Starbucks Coffee Company,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Joe Candidate 1,N00030693,D,P,NA,,Z1200,,C00459099,D,FALSE,,,,,,L
2010,urn:fec:transaction,indiv:2010:2591614,15,Contribution,10021110060,FALSE,2400,10/23/10,Jane Doe,i3003544300,I,EXECUTIVE,STARBUCKS COFFEE COMPANY,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Homer Simpson,N00007876,D,P,NA,WA,Z1200,,C00257642,D,FALSE,,,,,,W
2010,urn:fec:transaction,indiv:2010:2637180,15,Contribution,10931906963,FALSE,1000,10/30/10,Jane Doe,i3003544300,I,Vice President,Starbucks,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Mrs. Featherbottom,N00001725,D,P,NA,WA,Z1200,,C00337436,D,FALSE,,,,,,W
2010,urn:fec:transaction,indiv:2010:1763040,15,Contribution,10990863968,FALSE,1000,6/3/10,Jane Doe,i3003544300,I,Sr Executive,Starbucks,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Mrs. Featherbottom,N00007833,D,P,NA,WA,Z1200,,C00304709,D,FALSE,,,,,,W
2010,urn:nimsp:transaction,3d1afc129babe6d3c15d89682277fd21,,,,FALSE,500,5/14/10,Jane Doe,,I,BUSINESS EXECUTIVE,STARBUCKS COFFEE CO,,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Phillip J Fry,8571,D,P,NA,,,,,,TRUE,,,,,,W
2010,urn:fec:transaction,indiv:2010:1242207,15,Contribution,10020231167,FALSE,250,2/18/10,Jane Doe,i3003544300,I,EXECUTIVE,STARBUCKS COFFEE COMPANY,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Homer Simpson,N00007876,D,P,NA,WA,Z1200,,C00257642,D,FALSE,,,,,,W
2010,urn:fec:transaction,indiv:2010:0820220,15e,Earmarked Contribution,10930223891,FALSE,250,11/4/09,Jane Doe,i3003544300,I,General Counsel,Starbucks,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Mrs. Featherbottom,C00468744,D,C,NA,,Z4200,,C00468744,D,FALSE,,,,,,
2010,urn:fec:transaction,indiv:2010:0916455,15j,Memo (Filer's Percentage of Contribution Given to Join Fundraising Committee),,FALSE,250,12/31/09,Jane Doe,i3003544300,I,STARBUCKS,,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Homer Simpson,N00007876,D,P,NA,WA,Z1200,,C00257642,D,FALSE,,,,,,W
2010,urn:fec:transaction,indiv:2010:1242206,15,Contribution,10020231167,FALSE,-250,2/18/10,Jane Doe,i3003544300,I,EXECUTIVE,STARBUCKS COFFEE COMPANY,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Homer Simpson,N00007876,D,P,NA,WA,Z1200,,C00257642,D,FALSE,,,,,,W
2010,urn:fec:transaction,indiv:2010:2593140,22y,Contribution Refund to Individual,10021111528,FALSE,-250,10/25/10,Jane Doe,i3003544300,I,,,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Homer Simpson,N00007876,D,P,NA,WA,Z1200,,C00257642,D,FALSE,,,,,,W
2009,urn:nimsp:transaction,1152c7946f7f92070ada6e672546a155,,,,FALSE,5000,9/25/09,Jane Doe,,I,EXECUTIVE,STARBUCKS COFFEE CO,,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Homer Simpson,3931,I,C,NA,,,,3931,I,FALSE,,,,,,
2009,urn:nimsp:transaction,13eb9b107df6f81274c9f4f9a6cfb75b,,,,FALSE,2500,6/29/09,Jane Doe,,I,EXECUTIVE,STARBUCKS COFFEE CO,,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Homer Simpson,3931,I,C,NA,,,,3931,I,FALSE,,,,,,
2008,urn:fec:transaction,indiv:2008:2364055,15,Contribution,28932313127,FALSE,5000,6/13/08,Jane Doe,i3003544300,I,Senior Executive,Starbucks Coffee Company,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Homer Simpson,C00000935,D,C,NA,,Z5200,,C00000935,D,FALSE,,,,,,
2008,urn:fec:transaction,indiv:2008:0705470,15,Contribution,27931301166,FALSE,2300,5/18/07,Jane Doe,i3003544300,I,EXECUTIVE,STARBUCKS COFFEE COMPANY,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Diamond Joe Quimby,N00009638,D,P,NA,IL,Z1200,,C00431445,D,FALSE,,,,,,W
2008,urn:fec:transaction,indiv:2008:0380487,15,Contribution,27990254892,FALSE,2300,4/1/07,Jane Doe,i3003544300,I,Senior Executive,Starbucks Coffee Company,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Diamond Joe Quimby,N00009638,D,P,NA,IL,Z1200,,C00431445,D,FALSE,,,,,,W
2008,urn:fec:transaction,indiv:2008:0705472,15,Contribution,27931301166,FALSE,2300,5/18/07,Jane Doe,i3003544300,I,EXECUTIVE,STARBUCKS COFFEE COMPANY,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Diamond Joe Quimby,N00009638,D,P,NA,IL,Z1200,,C00431445,D,FALSE,,,,,,W
2008,urn:nimsp:transaction,e428e50fa29ab967f8321a6892ea9bef,,,,FALSE,1600,4/26/08,Jane Doe,,I,EXECUTIVE,STARBUCKS COFFEE CO,,123 Fake Street,Springfield,NA,,Y0000,Nuclear Power Plant,,,,Diamond Joe Quimby,14491,D,P,NA,,,,,,TRUE,,,,,,W
2008,urn:fec:transaction,indiv:2008:3436749,15,Contribution,28992917363,FALSE,1600,10/14/08,Jane Doe,i3003544300,I,Executive,Starbucks Coffee,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Tommy Carcetti,N00027600,D,P,NA,,Z1200,,C00412478,D,FALSE,,,,,,L
2008,urn:nimsp:transaction,8e5b9c5ba09ad3cb1fe05e3405776fe1,,,,FALSE,1200,10/15/08,Jane Doe,,I,EXECUTIVE,STARBUCKS COFFEE CO,,123 Fake Street,Springfield,NA,,Y0000,Nuclear Power Plant,,,,Diamond Joe Quimby,14491,D,P,NA,,,,,,TRUE,,,,,,W
2008,urn:fec:transaction,indiv:2008:2795994,15j,Memo (Filer's Percentage of Contribution Given to Join Fundraising Committee),,FALSE,1000,8/15/08,Jane Doe,i3003544300,I,Executive,Starbucks Coffee Company,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Joe Candidate 4,C00010603,D,C,NA,,Z5200,,C00010603,D,FALSE,,,,,,
2008,urn:fec:transaction,indiv:2008:1488768,15,Contribution,28990635159,FALSE,1000,2/25/08,Jane Doe,i3003544300,I,"EVP, GC",Starbucks Coffee Company,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Joe Candidate 4,C00010603,D,C,NA,,Z5200,,C00010603,D,FALSE,,,,,,
2008,urn:fec:transaction,indiv:2008:0660227,15,Contribution,27990545557,FALSE,1000,6/15/07,Jane Doe,i3003544300,I,EXECUTIVE,STARBUCKS COFFEE CO.,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Diamond Joe Quimby,N00024821,D,P,NA,,Z1200,,C00431577,D,FALSE,,,,,,L
2008,urn:fec:transaction,indiv:2008:0726954,15,Contribution,27931333442,FALSE,1000,9/4/07,Jane Doe,i3003544300,I,Executive,Starbucks Coffee,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Tommy Carcetti,N00027600,D,P,NA,,Z1200,,C00412478,D,FALSE,,,,,,L
2008,urn:fec:transaction,indiv:2008:2858627,15,Contribution,28933134237,FALSE,1000,8/15/08,Jane Doe,i3003544300,I,Executive,Starbucks Coffee Company,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Joe Candidate 3,C00451393,D,C,NA,,Z4200,,C00451393,D,FALSE,,,,,,
2008,urn:fec:transaction,indiv:2008:1685691,15,Contribution,28931148429,FALSE,1000,2/12/08,Jane Doe,i3003544300,I,Executive,Starbucks Coffee,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Tommy Carcetti,N00027600,D,P,NA,,Z1200,,C00412478,D,FALSE,,,,,,L
2008,urn:nimsp:transaction,c82091f1604630892d06b8bff6c5ccfa,,,,FALSE,1000,10/15/08,Jane Doe,,I,EXECUTIVE,STARBUCKS COFFEE,,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,2463,,,Mrs. Featherbottom,16949,R,P,NA,,,,,,TRUE,,,,,,W
2008,urn:fec:transaction,indiv:2008:2463268,15,Contribution,28932187344,FALSE,700,6/26/08,Jane Doe,i3003544300,I,Executive,Starbucks Coffee,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Tommy Carcetti,N00027600,D,P,NA,,Z1200,,C00412478,D,FALSE,,,,,,L
2008,urn:nimsp:transaction,408bc6a476a82774200112abba305550,,,,FALSE,500,4/26/08,Jane Doe,,I,EXECUTIVE,STARBUCKS COFFEE COMPANY,,123 Fake Street,Springfield,NA,,Y0000,Nuclear Power Plant,,,,Mrs. Featherbottom,124352,N,P,NA,,,,,,TRUE,,,,,,W
2008,urn:nimsp:transaction,976b905740c2849a7a908652130981f4,,,,FALSE,500,4/26/08,Jane Doe,,I,EXECUTIVE,STARBUCKS,,123 Fake Street,Springfield,NA,,Y0000,Nuclear Power Plant,2463,,,Mrs. Featherbottom,13752,N,P,NA,,,,,,TRUE,,,,,,W
2008,urn:nimsp:transaction,25099246e4d593b7a715e34b931229a6,,,,FALSE,500,5/21/08,Jane Doe,,I,BUSINESS EXECUTIVE,STARBUCKS COFFEE CO,,123 Fake Street,Springfield,NA,,Y0000,Nuclear Power Plant,,,,Mrs. Featherbottom,8571,D,P,NA,,,,,,TRUE,,,,,,W
2008,urn:nimsp:transaction,4422818c6fdb95ba86f6a27a879f0347,,,,FALSE,400,4/26/08,Jane Doe,,I,EXECUTIVE,STARBUCKS COFFEE CO,,123 Fake Street,Springfield,NA,,Y0000,Nuclear Power Plant,,,,Mrs. Featherbottom,14491,D,P,NA,,,,,,TRUE,,,,,,W
